Symbol,·Ôµ¥Ä¥¼º_½Ã°¡(¿ø),·Ôµ¥Ä¥¼º_Á¾°¡(¿ø),·Ôµ¥Ä¥¼º_°Å·¡·®(ÁÖ),·Ôµ¥Ä¥¼º_PER(IFRS-¿¬°á),·Ôµ¥Ä¥¼º_¼ø¸Å¼ö¼ö·®(°³ÀÎ)(ÁÖ),·Ôµ¥Ä¥¼º_¼ø¸Å¼ö¼ö·®(±â°ü°è)(ÁÖ),·Ôµ¥Ä¥¼º_¼ø¸Å¼ö¼ö·®(¿Ü±¹ÀÎ°è)(ÁÖ)
2001-11-21,450000.0,380000.0,17300.0,7.09,10150,-4220,-5930
2001-11-22,378500.0,365000.0,11914.0,6.81,3890,-2870,-1200
2001-11-23,365500.0,355000.0,7012.0,6.62,740,-960,160
2001-11-26,350500.0,358000.0,6603.0,6.68,-340,-90,330
2001-11-27,358000.0,386500.0,9118.0,7.21,-2478,-322,2780
2001-11-28,380000.0,365500.0,6083.0,6.82,-2510,240,2290
2001-11-29,367000.0,409000.0,7230.0,7.63,-2176,696,1500
2001-11-30,401000.0,418000.0,4400.0,7.8,-1130,1050,10
2001-12-03,418000.0,418000.0,2710.0,7.8,-650,560,10
2001-12-04,418000.0,416500.0,2650.0,7.77,-410,1140,-900
2001-12-05,418000.0,403000.0,7756.0,7.52,-934,740,280
2001-12-06,409000.0,400000.0,11690.0,7.46,-3510,160,3450
2001-12-07,410000.0,398000.0,12845.0,7.43,601,-4100,3420
2001-12-10,385000.0,400000.0,4290.0,7.46,-2450,800,1650
2001-12-11,410000.0,400500.0,5510.0,7.47,0,-1740,1540
2001-12-12,400500.0,412000.0,10391.0,7.69,160,240,-1340
2001-12-13,412000.0,417500.0,6750.0,7.79,-1010,1170,-100
2001-12-14,417000.0,438000.0,4700.0,8.17,-3150,2070,1080
2001-12-17,468500.0,460000.0,6110.0,8.58,-2030,990,1040
2001-12-18,463000.0,475000.0,4050.0,8.86,-410,-520,120
2001-12-19,477000.0,540000.0,6134.0,10.08,-543,-560,1133
2001-12-20,523000.0,509000.0,6205.0,9.5,-280,-190,30
2001-12-21,511000.0,501000.0,6053.0,9.35,2163,-743,-2540
2001-12-24,491000.0,471000.0,3841.0,8.79,-160,-50,10
2001-12-26,471000.0,445000.0,6412.0,8.3,20,-40,20
2001-12-27,435000.0,478500.0,9727.0,8.93,-243,-330,573
2001-12-28,472000.0,499000.0,4090.0,9.31,-960,-540,1520
2002-01-02,491000.0,500000.0,7800.0,6.96,-440,320,120
2002-01-03,493000.0,508000.0,6458.0,7.07,-222,1602,-1380
2002-01-04,510000.0,504000.0,5730.0,7.02,680,-400,-180
2002-01-07,500000.0,514000.0,8793.0,7.16,-570,-1060,1630
2002-01-08,515000.0,511000.0,1334.0,7.11,-530,-30,660
2002-01-09,511000.0,520000.0,1318.0,7.24,-400,-30,430
2002-01-10,530000.0,526000.0,1255.0,7.32,-490,100,390
2002-01-11,530000.0,544000.0,1210.0,7.57,-670,680,-10
2002-01-14,544000.0,569000.0,2020.0,7.92,-200,-30,430
2002-01-15,556000.0,556000.0,5710.0,7.74,-710,210,500
2002-01-16,556000.0,542000.0,2032.0,7.55,370,430,-890
2002-01-17,542000.0,548000.0,3680.0,7.63,1080,400,-1480
2002-01-18,550000.0,553000.0,2200.0,7.7,-890,390,500
2002-01-21,552000.0,555000.0,2020.0,7.73,-1810,710,1100
2002-01-22,542000.0,556000.0,2560.0,7.74,-610,610,0
2002-01-23,556000.0,556000.0,2080.0,7.74,30,880,-910
2002-01-24,556000.0,548000.0,1790.0,7.63,370,-270,-100
2002-01-25,549000.0,564000.0,6070.0,7.85,90,0,-90
2002-01-28,570000.0,648000.0,4594.0,9.02,-541,311,230
2002-01-29,668000.0,646000.0,1841.0,8.99,190,-90,-100
2002-01-30,635000.0,590000.0,5576.0,8.21,2330,706,-3036
2002-01-31,608000.0,595000.0,2940.0,8.28,587,-157,-430
2002-02-01,596000.0,594000.0,2320.0,8.27,-610,750,-140
2002-02-04,576000.0,566000.0,2192.0,7.88,0,-100,0
2002-02-05,560000.0,570000.0,1630.0,7.94,-290,260,30
2002-02-06,569000.0,570000.0,2001.0,7.94,460,80,-560
2002-02-07,561000.0,560000.0,2161.0,7.8,30,227,-267
2002-02-08,560000.0,580000.0,3260.0,8.08,380,40,-420
2002-02-14,586000.0,626000.0,3507.0,8.72,-550,690,-150
2002-02-15,617000.0,601000.0,1680.0,8.37,70,-70,0
2002-02-18,583000.0,583000.0,3847.0,8.12,3077,103,-3030
2002-02-19,583000.0,577000.0,2000.0,8.03,-140,10,110
2002-02-20,578000.0,565000.0,3185.0,7.87,920,0,-950
2002-02-21,565000.0,569000.0,2148.0,7.92,90,700,-800
2002-02-22,562000.0,564000.0,1388.0,7.85,-290,750,-460
2002-02-25,564000.0,565000.0,1970.0,7.87,220,730,-960
2002-02-26,557000.0,555000.0,2560.0,7.73,930,300,-1230
2002-02-27,555000.0,557000.0,3010.0,7.75,340,870,-1220
2002-02-28,562000.0,543000.0,8330.0,7.56,2680,-2100,-80
2002-03-04,545000.0,560000.0,10130.0,7.8,60,-470,410
2002-03-05,565000.0,559000.0,2310.0,7.78,-90,760,-670
2002-03-06,540000.0,561000.0,2890.0,7.81,-1280,2260,-1050
2002-03-07,565000.0,580000.0,3395.0,8.08,-145,-215,100
2002-03-08,581000.0,581000.0,3560.0,8.09,-490,1610,-1120
2002-03-11,581000.0,580000.0,5910.0,8.08,-1240,3880,-2770
2002-03-12,580000.0,564000.0,3825.0,7.85,1126,1744,-2870
2002-03-13,552000.0,581000.0,2660.0,8.09,-1470,1230,240
2002-03-14,595000.0,580000.0,1145.0,8.08,-890,920,-30
2002-03-15,585000.0,640000.0,12010.0,8.91,-3680,1170,2500
2002-03-18,655000.0,643000.0,2060.0,8.95,-550,40,510
2002-03-19,668000.0,739000.0,6729.0,10.29,-3220,170,3060
2002-03-20,750000.0,745000.0,11388.0,10.37,1350,-35,-815
2002-03-21,751000.0,695000.0,4360.0,9.68,1360,-380,-510
2002-03-22,720000.0,715000.0,2150.0,9.95,90,-20,-140
2002-03-25,695000.0,700000.0,2350.0,9.75,60,0,-70
2002-03-26,683000.0,698000.0,922.0,9.72,150,-20,-290
2002-03-27,706000.0,695000.0,2839.0,9.68,1420,-420,-1010
2002-03-28,712000.0,692000.0,3180.0,9.63,1720,-600,-1110
2002-03-29,707000.0,700000.0,1710.0,9.75,170,-200,0
2002-04-01,697000.0,670000.0,2030.0,9.33,78,-208,160
2002-04-02,680000.0,670000.0,1960.0,9.33,600,290,-1140
2002-04-03,670000.0,671000.0,5348.0,9.34,3090,-160,-3150
2002-04-04,672000.0,670000.0,3630.0,9.33,740,640,-1370
2002-04-08,680000.0,670000.0,4490.0,9.33,200,2420,-2620
2002-04-09,670000.0,696000.0,2980.0,9.69,-330,-30,350
2002-04-10,696000.0,727000.0,6841.0,10.12,-2770,140,2630
2002-04-11,735000.0,715000.0,2585.0,9.95,-470,470,-10
2002-04-12,720000.0,716000.0,2260.0,9.97,-780,1030,-250
2002-04-15,721000.0,738000.0,2310.0,10.28,-340,0,340
2002-04-16,735000.0,742000.0,1690.0,10.33,-60,-90,140
2002-04-17,730000.0,744000.0,2450.0,10.36,-300,-160,460
2002-04-18,745000.0,783000.0,8332.0,10.9,-704,-56,640
2002-04-19,790000.0,783000.0,2067.0,10.9,60,-20,-40
2002-04-22,783000.0,790000.0,1390.0,11.0,-20,-50,130
2002-04-23,784000.0,760000.0,8194.0,10.58,-1800,-100,1900
2002-04-24,760000.0,748000.0,7559.0,10.41,-2560,-490,3050
2002-04-25,740000.0,730000.0,4541.0,10.16,-468,140,328
2002-04-26,720000.0,760000.0,5211.0,10.58,-2835,115,2700
2002-04-29,760000.0,745000.0,2964.0,10.37,-1334,-60,1504
2002-04-30,740000.0,735000.0,1906.0,10.23,110,-50,-20
2002-05-02,737000.0,754000.0,2521.0,10.5,-863,173,690
2002-05-03,755000.0,786000.0,3820.0,10.94,-2030,0,1930
2002-05-06,786000.0,760000.0,1760.0,10.58,-230,0,230
2002-05-07,760000.0,760000.0,2200.0,10.58,-1620,10,1600
2002-05-08,760000.0,766000.0,2480.0,10.66,-1290,-10,1300
2002-05-09,766000.0,756000.0,4703.0,10.53,-548,-12,510
2002-05-10,760000.0,710000.0,4320.0,9.89,-710,0,710
2002-05-13,690000.0,718000.0,7350.0,10.0,-1950,-1000,2920
2002-05-14,715000.0,730000.0,2865.0,10.16,320,-1550,1550
2002-05-15,718000.0,730000.0,2060.0,10.16,-30,-710,730
2002-05-16,730000.0,753000.0,4440.0,10.48,-1130,-1400,2530
2002-05-17,760000.0,740000.0,8330.0,10.3,-3880,-860,4830
2002-05-20,750000.0,736000.0,6170.0,10.25,-3450,0,3450
2002-05-21,736000.0,706000.0,3772.0,9.83,1189,131,-1320
2002-05-22,693000.0,718000.0,2250.0,10.0,-770,0,770
2002-05-23,735000.0,713000.0,1410.0,9.93,-460,420,40
2002-05-24,706000.0,710000.0,2020.0,9.89,-100,50,50
2002-05-27,715000.0,705000.0,1280.0,9.82,-230,200,30
2002-05-28,705000.0,720000.0,3120.0,10.02,-1980,30,1950
2002-05-29,730000.0,750000.0,6910.0,10.44,-5690,110,5580
2002-05-30,733000.0,733000.0,3210.0,10.21,-900,830,70
2002-05-31,732000.0,718000.0,3000.0,10.0,-1480,920,560
2002-06-03,711000.0,718000.0,1390.0,10.0,-690,-70,760
2002-06-04,722000.0,750000.0,2894.0,10.44,-1940,1020,900
2002-06-05,758000.0,760000.0,2310.0,10.58,-1960,0,1960
2002-06-07,750000.0,730000.0,1030.0,10.16,-190,-10,200
2002-06-10,732000.0,730000.0,614.0,10.16,150,20,-170
2002-06-11,751000.0,751000.0,1034.0,10.46,-750,120,630
2002-06-12,751000.0,754000.0,680.0,10.5,-470,260,260
2002-06-14,750000.0,729000.0,3730.0,10.15,1200,-60,-1140
2002-06-17,730000.0,730000.0,950.0,10.16,-190,40,150
2002-06-18,733000.0,752000.0,3093.0,10.47,-1620,0,1620
2002-06-19,755000.0,733000.0,3190.0,10.21,-450,-1980,2430
2002-06-20,733000.0,764000.0,4302.0,10.64,-685,5,680
2002-06-21,770000.0,759000.0,1358.0,10.57,-463,1,462
2002-06-24,760000.0,760000.0,1120.0,10.58,-830,0,830
2002-06-25,763000.0,762000.0,1920.0,10.61,-600,-260,860
2002-06-26,760000.0,760000.0,1830.0,10.58,-1340,30,1310
2002-06-27,763000.0,799000.0,2906.0,11.12,-570,0,570
2002-06-28,801000.0,830000.0,3320.0,11.56,-500,0,500
2002-07-02,800000.0,810000.0,790.0,11.28,-340,0,270
2002-07-03,805000.0,802000.0,2612.0,11.17,360,20,-380
2002-07-04,793000.0,814000.0,900.0,11.33,-180,-60,240
2002-07-05,814000.0,855000.0,6630.0,11.9,-2320,-2370,4640
2002-07-08,885000.0,868000.0,1928.0,12.08,-290,-290,680
2002-07-09,859000.0,853000.0,1080.0,11.88,230,0,-230
2002-07-10,831000.0,826000.0,2070.0,11.5,1000,-140,-860
2002-07-11,826000.0,815000.0,750.0,11.35,190,0,-190
2002-07-12,830000.0,830000.0,5280.0,11.56,140,-2370,2230
2002-07-15,825000.0,823000.0,3120.0,11.46,-320,-920,1240
2002-07-16,825000.0,825000.0,3840.0,11.49,-580,-120,700
2002-07-18,826000.0,814000.0,2010.0,11.33,120,0,-120
2002-07-19,811000.0,820000.0,1020.0,11.42,-80,30,50
2002-07-22,807000.0,824000.0,1251.0,11.47,-460,-80,540
2002-07-23,809000.0,823000.0,341.0,11.46,120,20,-140
2002-07-24,813000.0,797000.0,275.0,11.1,25,-5,-20
2002-07-25,816000.0,825000.0,1850.0,11.49,-430,-1000,1430
2002-07-26,825000.0,814000.0,2040.0,11.33,-670,-310,1040
2002-07-29,814000.0,814000.0,870.0,11.33,-610,-80,690
2002-07-30,820000.0,819000.0,740.0,11.4,-40,-200,240
2002-07-31,819000.0,836000.0,950.0,11.64,-480,50,430
2002-08-01,835000.0,820000.0,458.0,11.42,-120,0,120
2002-08-02,820000.0,835000.0,730.0,11.63,-160,0,160
2002-08-05,829000.0,830000.0,1230.0,11.56,-50,230,-180
2002-08-06,825000.0,816000.0,1025.0,11.36,-198,248,-50
2002-08-07,810000.0,812000.0,2150.0,11.31,-40,-40,80
2002-08-08,812000.0,800000.0,1770.0,11.14,480,0,-480
2002-08-09,800000.0,792000.0,1160.0,11.03,600,-290,-310
2002-08-12,792000.0,796000.0,1750.0,11.08,190,-1000,810
2002-08-13,796000.0,684000.0,11970.0,9.52,7080,-920,-5620
2002-08-14,693000.0,716000.0,12287.0,9.97,1580,410,-1890
2002-08-16,717000.0,708000.0,4295.0,9.86,130,-130,0
2002-08-19,691000.0,700000.0,1679.0,9.75,-350,0,350
2002-08-20,696000.0,696000.0,1916.0,9.69,660,0,-660
2002-08-21,690000.0,670000.0,6261.0,9.33,3056,200,-3256
2002-08-22,672000.0,655000.0,4963.0,9.12,1690,-1210,-480
2002-08-23,651000.0,655000.0,3632.0,9.12,530,0,-530
2002-08-26,658000.0,667000.0,2419.0,9.29,-790,0,790
2002-08-27,671000.0,680000.0,2101.0,9.47,-900,-10,910
2002-08-28,685000.0,695000.0,2761.0,9.68,-1250,0,1250
2002-08-29,696000.0,684000.0,1466.0,9.52,-550,0,550
2002-08-30,685000.0,675000.0,3142.0,9.4,260,140,-400
2002-09-02,675000.0,670000.0,2710.0,9.33,605,-285,-320
2002-09-03,675000.0,668000.0,2898.0,9.3,510,350,-860
2002-09-04,664000.0,652000.0,2681.0,9.08,710,-710,0
2002-09-05,665000.0,660000.0,1322.0,9.19,-280,-120,400
2002-09-06,660000.0,654000.0,1102.0,9.11,-650,-10,660
2002-09-09,650000.0,663000.0,2480.0,9.23,-1134,-10,1450
2002-09-10,670000.0,665000.0,947.0,9.26,-675,-40,715
2002-09-11,670000.0,668000.0,640.0,9.3,-330,0,330
2002-09-12,675000.0,675000.0,1500.0,9.4,-970,0,970
2002-09-13,672000.0,675000.0,1437.0,9.4,-809,-10,819
2002-09-16,687000.0,682000.0,1981.0,9.5,-770,-900,1670
2002-09-17,689000.0,705000.0,2586.0,9.82,-1470,-150,1620
2002-09-18,709000.0,707000.0,8005.0,9.84,-2665,-1315,3980
2002-09-19,712000.0,716000.0,641.0,9.97,-190,-30,220
2002-09-23,726000.0,745000.0,6197.0,10.37,-3115,-1000,4455
2002-09-24,746000.0,702000.0,1811.0,9.77,110,-280,170
2002-09-25,705000.0,710000.0,5750.0,9.89,-2980,-60,3040
2002-09-26,711000.0,727000.0,6920.0,10.12,-2320,-1950,4270
2002-09-27,730000.0,723000.0,820.0,10.07,-410,-10,420
2002-09-30,705000.0,720000.0,1490.0,10.02,-550,-650,1200
2002-10-01,703000.0,715000.0,300.0,9.95,-120,0,120
2002-10-02,720000.0,711000.0,1410.0,9.9,-850,0,850
2002-10-04,707000.0,688000.0,2751.0,9.58,431,149,-1140
2002-10-07,691000.0,691000.0,962.0,9.62,-411,226,185
2002-10-08,688000.0,670000.0,4885.0,9.33,-1150,-1570,2970
2002-10-09,671000.0,608000.0,6115.0,8.47,-1815,-545,2400
2002-10-10,586000.0,517000.0,6211.0,7.2,980,0,-1000
2002-10-11,525000.0,534000.0,6910.0,7.43,-2590,0,2350
2002-10-14,550000.0,565000.0,1421.0,7.87,-70,40,30
2002-10-15,572000.0,607000.0,2683.0,8.45,-811,13,918
2002-10-16,622000.0,660000.0,2640.0,9.19,-1670,340,1330
2002-10-17,654000.0,622000.0,4152.0,8.66,1470,370,-1840
2002-10-18,639000.0,655000.0,3560.0,9.12,-840,350,790
2002-10-21,656000.0,650000.0,920.0,9.05,-590,350,240
2002-10-22,660000.0,654000.0,1432.0,9.11,-1280,40,1240
2002-10-23,651000.0,650000.0,660.0,9.05,-140,-10,150
2002-10-24,650000.0,650000.0,350.0,9.05,-230,0,230
2002-10-25,635000.0,643000.0,400.0,8.95,-10,0,190
2002-10-28,635000.0,650000.0,1440.0,9.05,160,-970,810
2002-10-29,645000.0,654000.0,710.0,9.11,-30,0,30
2002-10-30,650000.0,586000.0,7210.0,8.16,3980,20,-4000
2002-10-31,593000.0,584000.0,1950.0,8.13,1120,-130,-990
2002-11-01,583000.0,534000.0,9153.0,7.43,3220,400,-3620
2002-11-04,520000.0,537000.0,12506.0,7.48,5665,-40,-5625
2002-11-05,545000.0,520000.0,6800.0,7.24,3560,-980,-2580
2002-11-06,521000.0,557000.0,8215.0,7.75,-300,-970,1960
2002-11-07,551000.0,581000.0,5452.0,8.09,-2610,-60,2440
2002-11-08,584000.0,583000.0,6060.0,8.12,-2060,-1420,3480
2002-11-11,573000.0,573000.0,2771.0,7.98,-1790,-190,1980
2002-11-12,562000.0,575000.0,1541.0,8.01,-1050,-20,1070
2002-11-13,575000.0,595000.0,5060.0,8.28,-3030,-10,3040
2002-11-14,600000.0,600000.0,4870.0,8.35,-1560,-430,1980
2002-11-15,610000.0,578000.0,2261.0,8.05,150,-150,-10
2002-11-18,567000.0,572000.0,2240.0,7.96,-860,10,850
2002-11-19,580000.0,580000.0,1395.0,8.08,-500,-10,510
2002-11-20,586000.0,585000.0,1930.0,8.14,-1310,-180,1490
2002-11-21,600000.0,598000.0,1945.0,8.33,-1196,-4,1220
2002-11-22,602000.0,610000.0,1640.0,8.49,-930,0,930
2002-11-25,611000.0,628000.0,1750.0,8.74,-710,0,710
2002-11-26,633000.0,656000.0,2693.0,9.13,-1270,-410,1680
2002-11-27,684000.0,685000.0,2620.0,9.54,-1910,0,1910
2002-11-28,709000.0,700000.0,1370.0,9.75,-390,0,530
2002-11-29,700000.0,690000.0,2310.0,9.61,-1680,0,1210
2002-12-02,685000.0,655000.0,1743.0,9.12,130,-250,-280
2002-12-03,654000.0,646000.0,3350.0,8.99,450,-120,-540
2002-12-04,646000.0,651000.0,981.0,9.06,230,-310,-30
2002-12-05,636000.0,645000.0,890.0,8.98,-190,0,100
2002-12-06,640000.0,652000.0,630.0,9.08,-160,0,160
2002-12-09,669000.0,647000.0,518.0,9.01,-60,10,50
2002-12-10,645000.0,648000.0,610.0,9.02,-360,0,290
2002-12-11,648000.0,648000.0,220.0,9.02,-120,0,120
2002-12-12,645000.0,650000.0,908.0,9.05,-332,-18,280
2002-12-13,655000.0,645000.0,513.0,8.98,-127,-10,137
2002-12-16,645000.0,646000.0,1085.0,8.99,-450,0,400
2002-12-17,655000.0,639000.0,601.0,8.9,50,10,-110
2002-12-18,635000.0,626000.0,1774.0,8.72,77,-457,280
2002-12-20,618000.0,619000.0,1731.0,8.62,190,-420,200
2002-12-23,629000.0,625000.0,1540.0,8.7,-240,-300,540
2002-12-24,612000.0,595000.0,1117.0,8.28,97,-7,-190
2002-12-26,581000.0,578000.0,880.0,8.05,590,-590,0
2002-12-27,557000.0,570000.0,240.0,7.94,-30,-70,100
2002-12-30,570000.0,560000.0,1530.0,7.8,-190,0,190
2003-01-02,544000.0,570000.0,482.0,6.37,202,-12,-190
2003-01-03,590000.0,582000.0,1360.0,6.5,140,0,-140
2003-01-06,590000.0,580000.0,4381.0,6.48,770,-2550,1780
2003-01-07,588000.0,585000.0,10820.0,6.54,-380,-8470,8850
2003-01-08,585000.0,576000.0,1563.0,6.44,50,-600,550
2003-01-09,565000.0,562000.0,7921.0,6.28,200,0,-200
2003-01-10,566000.0,569000.0,2261.0,6.36,-430,0,430
2003-01-13,554000.0,570000.0,1960.0,6.37,40,0,-40
2003-01-14,567000.0,576000.0,1597.0,6.44,120,0,-120
2003-01-15,576000.0,594000.0,520.0,6.64,-380,0,390
2003-01-16,583000.0,606000.0,961.0,6.77,-590,0,590
2003-01-17,602000.0,620000.0,920.0,6.93,-730,0,730
2003-01-20,610000.0,610000.0,170.0,6.82,-10,0,10
2003-01-21,610000.0,620000.0,200.0,6.93,-150,0,150
2003-01-22,601000.0,603000.0,79.0,6.74,-39,-1,40
2003-01-23,594000.0,620000.0,420.0,6.93,-410,0,410
2003-01-24,610000.0,610000.0,280.0,6.82,-150,0,150
2003-01-27,603000.0,603000.0,0.0,6.74,0,0,0
2003-01-28,588000.0,588000.0,150.0,6.57,30,0,-30
2003-01-29,582000.0,590000.0,430.0,6.59,-370,90,280
2003-01-30,591000.0,581000.0,40.0,6.49,-20,0,20
2003-02-03,580000.0,580000.0,90.0,6.48,-30,0,0
2003-02-04,584000.0,600000.0,520.0,6.71,-60,-70,130
2003-02-05,592000.0,596000.0,160.0,6.66,-80,0,0
2003-02-06,593000.0,596000.0,3990.0,6.66,-550,0,340
2003-02-07,600000.0,600000.0,4940.0,6.71,-400,-2890,3290
2003-02-10,604000.0,600000.0,770.0,6.71,-80,0,80
2003-02-11,590000.0,600000.0,390.0,6.71,-230,0,170
2003-02-12,595000.0,586000.0,270.0,6.55,80,-10,-140
2003-02-13,583000.0,588000.0,284.0,6.57,-70,50,-40
2003-02-14,582000.0,562000.0,1650.0,6.28,530,10,-700
2003-02-17,570000.0,573000.0,630.0,6.4,40,0,-110
2003-02-18,573000.0,568000.0,850.0,6.35,540,-50,-540
2003-02-19,573000.0,563000.0,1060.0,6.29,700,-170,-580
2003-02-20,563000.0,562000.0,1290.0,6.28,260,-380,100
2003-02-21,560000.0,559000.0,850.0,6.25,250,0,-280
2003-02-24,551000.0,560000.0,2770.0,6.26,1130,-170,-1040
2003-02-25,560000.0,552000.0,1440.0,6.17,240,-10,-360
2003-02-26,546000.0,536000.0,1545.0,5.99,920,0,-990
2003-02-27,526000.0,527000.0,410.0,5.89,-60,0,0
2003-02-28,528000.0,528000.0,1110.0,5.9,60,0,-60
2003-03-03,505000.0,518000.0,855.0,5.79,295,5,-350
2003-03-04,513000.0,518000.0,320.0,5.79,-30,30,0
2003-03-05,521000.0,520000.0,570.0,5.81,-50,20,0
2003-03-06,520000.0,519000.0,1280.0,5.8,500,0,-500
2003-03-07,512000.0,505000.0,395.0,5.64,10,-10,0
2003-03-10,500000.0,476000.0,930.0,5.32,-120,0,30
2003-03-11,475500.0,430000.0,4129.0,4.81,947,0,-1107
2003-03-12,421500.0,460000.0,4300.0,5.14,410,-1690,1180
2003-03-13,451500.0,447000.0,1085.0,5.0,-595,270,215
2003-03-14,459000.0,465000.0,1021.0,5.2,-280,0,280
2003-03-17,449000.0,462000.0,2020.0,5.16,-880,130,750
2003-03-18,480500.0,486000.0,7162.0,5.43,-240,0,240
2003-03-19,496500.0,514000.0,2240.0,5.74,-1220,-80,1300
2003-03-20,514000.0,522000.0,1370.0,5.83,380,-500,120
2003-03-21,525000.0,526000.0,713.0,5.88,293,-343,50
2003-03-24,526000.0,521000.0,2680.0,5.82,-310,0,310
2003-03-25,495000.0,495500.0,2380.0,5.54,12,-2,-10
2003-03-26,509000.0,510000.0,2969.0,5.7,-620,0,620
2003-03-27,515000.0,513000.0,1520.0,5.73,-470,0,470
2003-03-28,513000.0,499000.0,7205.0,5.58,345,195,-540
2003-03-31,490500.0,489000.0,1030.0,5.46,-150,0,150
2003-04-01,480000.0,493000.0,120.0,5.51,-30,0,30
2003-04-02,495000.0,520000.0,1561.0,5.81,-396,-4,400
2003-04-03,523000.0,544000.0,3169.0,6.08,-346,-14,360
2003-04-04,548000.0,565000.0,1290.0,6.31,-220,-100,320
2003-04-07,582000.0,604000.0,1023.0,6.75,-370,0,370
2003-04-08,605000.0,595000.0,1390.0,6.65,160,-100,-60
2003-04-09,593000.0,589000.0,320.0,6.58,0,0,0
2003-04-10,581000.0,590000.0,740.0,6.59,260,-20,-240
2003-04-11,590000.0,582000.0,990.0,6.5,370,130,-500
2003-04-14,582000.0,586000.0,540.0,6.55,330,-310,-20
2003-04-15,591000.0,590000.0,2942.0,6.59,60,200,-260
2003-04-16,590000.0,601000.0,1430.0,6.72,90,0,-90
2003-04-17,591000.0,591000.0,1540.0,6.6,330,0,-380
2003-04-18,595000.0,596000.0,380.0,6.66,-60,-30,90
2003-04-21,596000.0,600000.0,530.0,6.71,-100,-20,120
2003-04-22,601000.0,603000.0,680.0,6.74,-30,10,20
2003-04-23,601000.0,590000.0,1540.0,6.59,-300,780,-480
2003-04-24,590000.0,595000.0,700.0,6.65,-390,0,390
2003-04-25,581000.0,585000.0,1740.0,6.54,-1260,60,1200
2003-04-28,585000.0,602000.0,2076.0,6.73,-764,-336,1100
2003-04-29,605000.0,604000.0,9350.0,6.75,-370,-1010,1380
2003-04-30,611000.0,602000.0,9550.0,6.73,-70,0,70
2003-05-02,608000.0,635000.0,6500.0,7.1,-627,-4129,5600
2003-05-06,655000.0,675000.0,2240.0,7.54,-360,0,360
2003-05-07,686000.0,645000.0,2245.0,7.21,575,0,-575
2003-05-09,632000.0,668000.0,1060.0,7.47,-616,-14,630
2003-05-12,678000.0,680000.0,1670.0,7.6,320,-70,-250
2003-05-13,685000.0,678000.0,1070.0,7.58,0,30,-30
2003-05-14,675000.0,659000.0,630.0,7.36,140,-90,-50
2003-05-15,664000.0,673000.0,325.0,7.52,-60,20,-20
2003-05-16,680000.0,673000.0,1104.0,7.52,-260,30,230
2003-05-19,673000.0,675000.0,1480.0,7.54,-209,-1,210
2003-05-20,670000.0,676000.0,350.0,7.55,-210,-30,240
2003-05-21,666000.0,669000.0,487.0,7.48,7,-27,20
2003-05-22,646000.0,664000.0,1692.0,7.42,42,-2,-40
2003-05-23,677000.0,670000.0,6170.0,7.49,30,0,-30
2003-05-26,678000.0,676000.0,800.0,7.55,-180,0,180
2003-05-27,681000.0,693000.0,2660.0,7.74,-300,-310,610
2003-05-28,703000.0,682000.0,1710.0,7.62,210,-10,-200
2003-05-29,688000.0,679000.0,750.0,7.59,140,-20,-120
2003-05-30,679000.0,678000.0,680.0,7.58,10,0,-10
2003-06-02,678000.0,670000.0,1921.0,7.49,570,-50,-520
2003-06-03,670000.0,662000.0,923.0,7.4,740,-100,-640
2003-06-04,675000.0,652000.0,1286.0,7.29,970,-200,-770
2003-06-05,651000.0,620000.0,6190.0,6.93,2760,-620,-2140
2003-06-09,620000.0,629000.0,4293.0,7.03,293,-223,-70
2003-06-10,637000.0,635000.0,5910.0,7.1,-660,-4830,5490
2003-06-11,636000.0,627000.0,500.0,7.01,160,-160,0
2003-06-12,633000.0,636000.0,743.0,7.11,-310,0,310
2003-06-13,635000.0,632000.0,1701.0,7.06,509,1,-510
2003-06-16,628000.0,630000.0,980.0,7.04,30,-310,280
2003-06-17,632000.0,655000.0,2431.0,7.32,-1100,-600,2000
2003-06-18,650000.0,660000.0,2790.0,7.38,-980,-1470,2450
2003-06-19,660000.0,666000.0,670.0,7.44,-460,0,460
2003-06-20,661000.0,674000.0,1150.0,7.53,-870,-70,940
2003-06-23,661000.0,667000.0,1150.0,7.45,-256,-424,680
2003-06-24,650000.0,650000.0,4510.0,7.26,30,-3070,3040
2003-06-25,656000.0,650000.0,130.0,7.26,-10,0,10
2003-06-26,650000.0,651000.0,1640.0,7.28,-50,-290,340
2003-06-27,653000.0,668000.0,780.0,7.47,-595,-25,620
2003-06-30,665000.0,664000.0,150.0,7.42,-110,0,110
2003-07-01,654000.0,656000.0,30.0,7.33,0,0,0
2003-07-02,653000.0,655000.0,1540.0,7.32,-130,0,130
2003-07-03,656000.0,658000.0,1626.0,7.35,-110,0,110
2003-07-04,658000.0,650000.0,580.0,7.26,-144,-356,510
2003-07-07,652000.0,657000.0,180.0,7.34,-110,0,110
